Dataset,LSA,k,Preprocess,Vectorizer,Part Speech,Stopwords,Model,F1 Score
imdb,True,3.0,none,tfidf,noun,True,Decision Tree,0.5393369619000494
imdb,True,3.0,none,tfidf,noun,True,Random Forest,0.5968407284435053
imdb,True,3.0,none,tfidf,noun,True,Gradient Boosting,0.621676891615542
imdb,True,3.0,none,tfidf,noun,True,AdaBoost,0.604573885848319
imdb,True,3.0,lemma,frequency,none,False,Decision Tree,0.5460116433459299
imdb,True,3.0,lemma,frequency,none,False,Random Forest,0.5737452530021554
imdb,True,3.0,lemma,frequency,none,False,Gradient Boosting,0.5914710110206037
imdb,True,3.0,lemma,frequency,none,False,AdaBoost,0.5954875861417918
imdb,True,3.0,lemma,frequency,none,True,Decision Tree,0.5757974683544304
imdb,True,3.0,lemma,frequency,none,True,Random Forest,0.6453191923312258
imdb,True,3.0,lemma,frequency,none,True,Gradient Boosting,0.6676244227809133
imdb,True,3.0,lemma,frequency,none,True,AdaBoost,0.6623510069872586
imdb,True,3.0,lemma,frequency,noun,False,Decision Tree,0.5288394021466546
imdb,True,3.0,lemma,frequency,noun,False,Random Forest,0.5599757673667205
imdb,True,3.0,lemma,frequency,noun,False,Gradient Boosting,0.574934268185802
imdb,True,3.0,lemma,frequency,noun,False,AdaBoost,0.5791690599272449
imdb,True,3.0,lemma,frequency,noun,True,Decision Tree,0.5279046673286991
imdb,True,3.0,lemma,frequency,noun,True,Random Forest,0.5414864728955043
imdb,True,3.0,lemma,frequency,noun,True,Gradient Boosting,0.5723652492527239
imdb,True,3.0,lemma,frequency,noun,True,AdaBoost,0.5583746283448959
imdb,True,3.0,lemma,tfidf,none,False,Decision Tree,0.5336688475088073
imdb,True,3.0,lemma,tfidf,none,False,Random Forest,0.5528150692059528
imdb,True,3.0,lemma,tfidf,none,False,Gradient Boosting,0.5600695198783402
imdb,True,3.0,lemma,tfidf,none,False,AdaBoost,0.5794123690158208
imdb,True,3.0,lemma,tfidf,none,True,Decision Tree,0.7147291478922599
imdb,True,3.0,lemma,tfidf,none,True,Random Forest,0.7855562261114464
imdb,True,3.0,lemma,tfidf,none,True,Gradient Boosting,0.7921829354286289
imdb,True,3.0,lemma,tfidf,none,True,AdaBoost,0.7930421031824472
imdb,True,3.0,lemma,tfidf,noun,False,Decision Tree,0.5186369541321075
imdb,True,3.0,lemma,tfidf,noun,False,Random Forest,0.5451779738363249
imdb,True,3.0,lemma,tfidf,noun,False,Gradient Boosting,0.5649636531176411
imdb,True,3.0,lemma,tfidf,noun,False,AdaBoost,0.5712297445074063
imdb,True,3.0,lemma,tfidf,noun,True,Decision Tree,0.5384307445956765
imdb,True,3.0,lemma,tfidf,noun,True,Random Forest,0.574895482818395
imdb,True,3.0,lemma,tfidf,noun,True,Gradient Boosting,0.6037252389868927
imdb,True,3.0,lemma,tfidf,noun,True,AdaBoost,0.5909319392781743
imdb,True,3.0,stem,frequency,none,False,Decision Tree,0.5421722996690402
imdb,True,3.0,stem,frequency,none,False,Random Forest,0.5621235324144972
imdb,True,3.0,stem,frequency,none,False,Gradient Boosting,0.584573748308525
imdb,True,3.0,stem,frequency,none,False,AdaBoost,0.5785686503306107
imdb,True,3.0,stem,frequency,none,True,Decision Tree,0.5889558232931726
imdb,True,3.0,stem,frequency,none,True,Random Forest,0.6501472529704478
imdb,True,3.0,stem,frequency,none,True,Gradient Boosting,0.6735332727456327
imdb,True,3.0,stem,frequency,none,True,AdaBoost,0.6653082017320427
imdb,True,3.0,stem,frequency,noun,False,Decision Tree,0.53218712514994
imdb,True,3.0,stem,frequency,noun,False,Random Forest,0.5582939342118499
imdb,True,3.0,stem,frequency,noun,False,Gradient Boosting,0.5723264263969361
imdb,True,3.0,stem,frequency,noun,False,AdaBoost,0.5771144278606966
imdb,True,3.0,stem,frequency,noun,True,Decision Tree,0.5341700166683008
imdb,True,3.0,stem,frequency,noun,True,Random Forest,0.5523620089507708
imdb,True,3.0,stem,frequency,noun,True,Gradient Boosting,0.5806828129559382
imdb,True,3.0,stem,frequency,noun,True,AdaBoost,0.5643841086045118
imdb,True,3.0,stem,tfidf,none,False,Decision Tree,0.5274062154279393
imdb,True,3.0,stem,tfidf,none,False,Random Forest,0.5553505535055351
imdb,True,3.0,stem,tfidf,none,False,Gradient Boosting,0.5684187896377513
imdb,True,3.0,stem,tfidf,none,False,AdaBoost,0.5787003233545426
imdb,True,3.0,stem,tfidf,none,True,Decision Tree,0.706918994693101
imdb,True,3.0,stem,tfidf,none,True,Random Forest,0.7751389590702374
imdb,True,3.0,stem,tfidf,none,True,Gradient Boosting,0.7843453701835787
imdb,True,3.0,stem,tfidf,none,True,AdaBoost,0.7872063968015992
imdb,True,3.0,stem,tfidf,noun,False,Decision Tree,0.5250849490305817
imdb,True,3.0,stem,tfidf,noun,False,Random Forest,0.5322514379622021
imdb,True,3.0,stem,tfidf,noun,False,Gradient Boosting,0.5620618556701031
imdb,True,3.0,stem,tfidf,noun,False,AdaBoost,0.5788694880142053
imdb,True,3.0,stem,tfidf,noun,True,Decision Tree,0.5347125522180227
imdb,True,3.0,stem,tfidf,noun,True,Random Forest,0.5609116579265833
imdb,True,3.0,stem,tfidf,noun,True,Gradient Boosting,0.6032290615539859
imdb,True,3.0,stem,tfidf,noun,True,AdaBoost,0.6088
imdb,True,10.0,none,frequency,none,False,Decision Tree,0.65290088638195
imdb,True,10.0,none,frequency,none,False,Random Forest,0.7434502216848046
imdb,True,10.0,none,frequency,none,False,Gradient Boosting,0.7469335688352468
imdb,True,10.0,none,frequency,none,False,AdaBoost,0.7292589312075584
imdb,True,10.0,none,frequency,none,True,Decision Tree,0.6295472918350848
imdb,True,10.0,none,frequency,none,True,Random Forest,0.7344937975190076
imdb,True,10.0,none,frequency,none,True,Gradient Boosting,0.7376252355917071
imdb,True,10.0,none,frequency,none,True,AdaBoost,0.7168825951591845
imdb,True,10.0,none,frequency,noun,False,Decision Tree,0.5548116318576997
imdb,True,10.0,none,frequency,noun,False,Random Forest,0.5966680378445084
imdb,True,10.0,none,frequency,noun,False,Gradient Boosting,0.6001835423676966
imdb,True,10.0,none,frequency,noun,False,AdaBoost,0.5926680244399185
imdb,True,10.0,none,frequency,noun,True,Decision Tree,0.5604994549598652
imdb,True,10.0,none,frequency,noun,True,Random Forest,0.6095218841605176
imdb,True,10.0,none,frequency,noun,True,Gradient Boosting,0.6275200626345665
imdb,True,10.0,none,frequency,noun,True,AdaBoost,0.6140574453484953
imdb,True,10.0,none,tfidf,none,False,Decision Tree,0.7299314239612748
imdb,True,10.0,none,tfidf,none,False,Random Forest,0.8202774174234109
imdb,True,10.0,none,tfidf,none,False,Gradient Boosting,0.819668880737583
imdb,True,10.0,none,tfidf,none,False,AdaBoost,0.805574912891986
imdb,True,10.0,none,tfidf,none,True,Decision Tree,0.7332462574098262
imdb,True,10.0,none,tfidf,none,True,Random Forest,0.8194361127774445
imdb,True,10.0,none,tfidf,none,True,Gradient Boosting,0.8209344295167436
imdb,True,10.0,none,tfidf,none,True,AdaBoost,0.8080727345389149
imdb,True,10.0,none,tfidf,noun,False,Decision Tree,0.58345134533684
imdb,True,10.0,none,tfidf,noun,False,Random Forest,0.6632145395471621
imdb,True,10.0,none,tfidf,noun,False,Gradient Boosting,0.6625987796338901
imdb,True,10.0,none,tfidf,noun,False,AdaBoost,0.6524390243902439
imdb,True,10.0,none,tfidf,noun,True,Decision Tree,0.5640051963625462
imdb,True,10.0,none,tfidf,noun,True,Random Forest,0.6568598018613029
imdb,True,10.0,none,tfidf,noun,True,Gradient Boosting,0.6551724137931034
imdb,True,10.0,none,tfidf,noun,True,AdaBoost,0.6533733423676314
imdb,True,10.0,lemma,frequency,none,False,Decision Tree,0.624113475177305
imdb,True,10.0,lemma,frequency,none,False,Random Forest,0.721321381810857
imdb,True,10.0,lemma,frequency,none,False,Gradient Boosting,0.7191033723606525
imdb,True,10.0,lemma,frequency,none,False,AdaBoost,0.7057171514543631
imdb,True,10.0,lemma,frequency,none,True,Decision Tree,0.6219252960825995
imdb,True,10.0,lemma,frequency,none,True,Random Forest,0.7223898611949306
imdb,True,10.0,lemma,frequency,none,True,Gradient Boosting,0.7304469273743017
imdb,True,10.0,lemma,frequency,none,True,AdaBoost,0.7214565939040338
imdb,True,10.0,lemma,frequency,noun,False,Decision Tree,0.5492165528324628
imdb,True,10.0,lemma,frequency,noun,False,Random Forest,0.6025430680885973
imdb,True,10.0,lemma,frequency,noun,False,Gradient Boosting,0.6106482422271896
imdb,True,10.0,lemma,frequency,noun,False,AdaBoost,0.6000409165302782
imdb,True,10.0,lemma,frequency,noun,True,Decision Tree,0.5522729533472596
imdb,True,10.0,lemma,frequency,noun,True,Random Forest,0.6150589658300575
imdb,True,10.0,lemma,frequency,noun,True,Gradient Boosting,0.6215553594194371
imdb,True,10.0,lemma,frequency,noun,True,AdaBoost,0.6199901526341703
imdb,True,10.0,lemma,tfidf,none,False,Decision Tree,0.7222448149654331
imdb,True,10.0,lemma,tfidf,none,False,Random Forest,0.8113622724544909
imdb,True,10.0,lemma,tfidf,none,False,Gradient Boosting,0.8106656054123967
imdb,True,10.0,lemma,tfidf,none,False,AdaBoost,0.7972597299444003
imdb,True,10.0,lemma,tfidf,none,True,Decision Tree,0.7440095846645367
imdb,True,10.0,lemma,tfidf,none,True,Random Forest,0.8158657208512339
imdb,True,10.0,lemma,tfidf,none,True,Gradient Boosting,0.8123496391339214
imdb,True,10.0,lemma,tfidf,none,True,AdaBoost,0.8050906904499449
imdb,True,10.0,lemma,tfidf,noun,False,Decision Tree,0.5733996144871665
imdb,True,10.0,lemma,tfidf,noun,False,Random Forest,0.6634684086965398
imdb,True,10.0,lemma,tfidf,noun,False,Gradient Boosting,0.6755351070214043
imdb,True,10.0,lemma,tfidf,noun,False,AdaBoost,0.6578174080453947
imdb,True,10.0,lemma,tfidf,noun,True,Decision Tree,0.5802995734550144
imdb,True,10.0,lemma,tfidf,noun,True,Random Forest,0.643735130848533
imdb,True,10.0,lemma,tfidf,noun,True,Gradient Boosting,0.6589231223545624
imdb,True,10.0,lemma,tfidf,noun,True,AdaBoost,0.6546204458411077
imdb,True,10.0,stem,frequency,none,False,Decision Tree,0.6431286257251451
imdb,True,10.0,stem,frequency,none,False,Random Forest,0.73668402082499
imdb,True,10.0,stem,frequency,none,False,Gradient Boosting,0.7362924281984334
imdb,True,10.0,stem,frequency,none,False,AdaBoost,0.7253928028383173
imdb,True,10.0,stem,frequency,none,True,Decision Tree,0.6360537397232805
imdb,True,10.0,stem,frequency,none,True,Random Forest,0.7259348855962101
imdb,True,10.0,stem,frequency,none,True,Gradient Boosting,0.7279095366756729
imdb,True,10.0,stem,frequency,none,True,AdaBoost,0.7260930325414254
imdb,True,10.0,stem,frequency,noun,False,Decision Tree,0.5395471621484415
imdb,True,10.0,stem,frequency,noun,False,Random Forest,0.6052416052416052
imdb,True,10.0,stem,frequency,noun,False,Gradient Boosting,0.604884029835496
imdb,True,10.0,stem,frequency,noun,False,AdaBoost,0.602458600020319
imdb,True,10.0,stem,frequency,noun,True,Decision Tree,0.5570197166352918
imdb,True,10.0,stem,frequency,noun,True,Random Forest,0.6085901970692269
imdb,True,10.0,stem,frequency,noun,True,Gradient Boosting,0.6235982931428005
imdb,True,10.0,stem,frequency,noun,True,AdaBoost,0.6216665038585523
imdb,True,10.0,stem,tfidf,none,False,Decision Tree,0.7199189052204764
imdb,True,10.0,stem,tfidf,none,False,Random Forest,0.8043872006439927
imdb,True,10.0,stem,tfidf,none,False,Gradient Boosting,0.8077689243027888
imdb,True,10.0,stem,tfidf,none,False,AdaBoost,0.7970611596505163
imdb,True,10.0,stem,tfidf,none,True,Decision Tree,0.7309098294069862
imdb,True,10.0,stem,tfidf,none,True,Random Forest,0.8130325814536341
imdb,True,10.0,stem,tfidf,none,True,Gradient Boosting,0.812936713914953
imdb,True,10.0,stem,tfidf,none,True,AdaBoost,0.8043282236248873
imdb,True,10.0,stem,tfidf,noun,False,Decision Tree,0.5843621399176955
imdb,True,10.0,stem,tfidf,noun,False,Random Forest,0.6670721816707218
imdb,True,10.0,stem,tfidf,noun,False,Gradient Boosting,0.6642239185750636
imdb,True,10.0,stem,tfidf,noun,False,AdaBoost,0.6636880584890333
imdb,True,10.0,stem,tfidf,noun,True,Decision Tree,0.5945786101527846
imdb,True,10.0,stem,tfidf,noun,True,Random Forest,0.6643536875495638
imdb,True,10.0,stem,tfidf,noun,True,Gradient Boosting,0.6538423401090728
imdb,True,10.0,stem,tfidf,noun,True,AdaBoost,0.6530210588466837
imdb,True,50.0,none,frequency,none,False,Decision Tree,0.6544125114247994
imdb,True,50.0,none,frequency,none,False,Random Forest,0.7587451137616518
imdb,True,50.0,none,frequency,none,False,Gradient Boosting,0.7629622286110835
imdb,True,50.0,none,frequency,none,False,AdaBoost,0.7470023980815348
imdb,True,50.0,none,frequency,none,True,Decision Tree,0.6345609065155807
imdb,True,50.0,none,frequency,none,True,Random Forest,0.7496744465591506
imdb,True,50.0,none,frequency,none,True,Gradient Boosting,0.7559429477020603
imdb,True,50.0,none,frequency,none,True,AdaBoost,0.7470553004591735
imdb,True,50.0,none,frequency,noun,False,Decision Tree,0.5703868746202148
imdb,True,50.0,none,frequency,noun,False,Random Forest,0.6689426649261974
imdb,True,50.0,none,frequency,noun,False,Gradient Boosting,0.6756677428823011
imdb,True,50.0,none,frequency,noun,False,AdaBoost,0.6649560840817133
imdb,True,50.0,none,frequency,noun,True,Decision Tree,0.5637318015252055
imdb,True,50.0,none,frequency,noun,True,Random Forest,0.6383793590002016
imdb,True,50.0,none,frequency,noun,True,Gradient Boosting,0.6590754257907543
imdb,True,50.0,none,frequency,noun,True,AdaBoost,0.6452882156206965
imdb,True,50.0,none,tfidf,none,False,Decision Tree,0.7315151515151516
imdb,True,50.0,none,tfidf,none,False,Random Forest,0.8206565252201762
imdb,True,50.0,none,tfidf,none,False,Gradient Boosting,0.8249281680372536
imdb,True,50.0,none,tfidf,none,False,AdaBoost,0.8101545253863135
imdb,True,50.0,none,tfidf,none,True,Decision Tree,0.7431201841288902
imdb,True,50.0,none,tfidf,none,True,Random Forest,0.8273316708229427
imdb,True,50.0,none,tfidf,none,True,Gradient Boosting,0.8263916700040048
imdb,True,50.0,none,tfidf,none,True,AdaBoost,0.8172777498744349
imdb,True,50.0,none,tfidf,noun,False,Decision Tree,0.5976706170821414
imdb,True,50.0,none,tfidf,noun,False,Random Forest,0.6999796871826123
imdb,True,50.0,none,tfidf,noun,False,Gradient Boosting,0.7091680647389716
imdb,True,50.0,none,tfidf,noun,False,AdaBoost,0.700990099009901
imdb,True,50.0,none,tfidf,noun,True,Decision Tree,0.5940710302318756
imdb,True,50.0,none,tfidf,noun,True,Random Forest,0.6806982543640898
imdb,True,50.0,none,tfidf,noun,True,Gradient Boosting,0.6905689789555729
imdb,True,50.0,none,tfidf,noun,True,AdaBoost,0.6804123711340206
imdb,True,50.0,lemma,frequency,none,False,Decision Tree,0.637078878353843
imdb,True,50.0,lemma,frequency,none,False,Random Forest,0.7516791979949875
imdb,True,50.0,lemma,frequency,none,False,Gradient Boosting,0.7609969218548307
imdb,True,50.0,lemma,frequency,none,False,AdaBoost,0.7351962070009079
imdb,True,50.0,lemma,frequency,none,True,Decision Tree,0.6349844268059881
imdb,True,50.0,lemma,frequency,none,True,Random Forest,0.7394451145958987
imdb,True,50.0,lemma,frequency,none,True,Gradient Boosting,0.7492766636735508
imdb,True,50.0,lemma,frequency,none,True,AdaBoost,0.7368630573248408
imdb,True,50.0,lemma,frequency,noun,False,Decision Tree,0.5725244776420713
imdb,True,50.0,lemma,frequency,noun,False,Random Forest,0.6758551307847083
imdb,True,50.0,lemma,frequency,noun,False,Gradient Boosting,0.6829940001967149
imdb,True,50.0,lemma,frequency,noun,False,AdaBoost,0.6662688941925219
imdb,True,50.0,lemma,frequency,noun,True,Decision Tree,0.5672264732187221
imdb,True,50.0,lemma,frequency,noun,True,Random Forest,0.6424912104470115
imdb,True,50.0,lemma,frequency,noun,True,Gradient Boosting,0.6578538102643857
imdb,True,50.0,lemma,frequency,noun,True,AdaBoost,0.6517970195772864
imdb,True,50.0,lemma,tfidf,none,False,Decision Tree,0.7226262626262626
imdb,True,50.0,lemma,tfidf,none,False,Random Forest,0.8185934198611531
imdb,True,50.0,lemma,tfidf,none,False,Gradient Boosting,0.8205943743166684
imdb,True,50.0,lemma,tfidf,none,False,AdaBoost,0.8084172733619228
imdb,True,50.0,lemma,tfidf,none,True,Decision Tree,0.73573452043707
imdb,True,50.0,lemma,tfidf,none,True,Random Forest,0.8237753882915173
imdb,True,50.0,lemma,tfidf,none,True,Gradient Boosting,0.8222822282228223
imdb,True,50.0,lemma,tfidf,none,True,AdaBoost,0.8106805862276651
imdb,True,50.0,lemma,tfidf,noun,False,Decision Tree,0.5968532897425419
imdb,True,50.0,lemma,tfidf,noun,False,Random Forest,0.7061918251719952
imdb,True,50.0,lemma,tfidf,noun,False,Gradient Boosting,0.7093115797851174
imdb,True,50.0,lemma,tfidf,noun,False,AdaBoost,0.6918505087136093
imdb,True,50.0,lemma,tfidf,noun,True,Decision Tree,0.5808580858085809
imdb,True,50.0,lemma,tfidf,noun,True,Random Forest,0.6746406674037592
imdb,True,50.0,lemma,tfidf,noun,True,Gradient Boosting,0.6827270067297376
imdb,True,50.0,lemma,tfidf,noun,True,AdaBoost,0.67923790913532
imdb,True,50.0,stem,frequency,none,False,Decision Tree,0.6381904473391902
imdb,True,50.0,stem,frequency,none,False,Random Forest,0.7586969636034587
imdb,True,50.0,stem,frequency,none,False,Gradient Boosting,0.7646299056135122
imdb,True,50.0,stem,frequency,none,False,AdaBoost,0.734857601283594
imdb,True,50.0,stem,frequency,none,True,Decision Tree,0.6453893546106454
imdb,True,50.0,stem,frequency,none,True,Random Forest,0.755059316120028
imdb,True,50.0,stem,frequency,none,True,Gradient Boosting,0.7527287160150824
imdb,True,50.0,stem,frequency,none,True,AdaBoost,0.7505448781454329
imdb,True,50.0,stem,frequency,noun,False,Decision Tree,0.5726149483491999
imdb,True,50.0,stem,frequency,noun,False,Random Forest,0.6762647470505899
imdb,True,50.0,stem,frequency,noun,False,Gradient Boosting,0.6831585196912725
imdb,True,50.0,stem,frequency,noun,False,AdaBoost,0.6691264459513363
imdb,True,50.0,stem,frequency,noun,True,Decision Tree,0.5640310695080661
imdb,True,50.0,stem,frequency,noun,True,Random Forest,0.6472303206997084
imdb,True,50.0,stem,frequency,noun,True,Gradient Boosting,0.6556388050987643
imdb,True,50.0,stem,frequency,noun,True,AdaBoost,0.6527791297576171
imdb,True,50.0,stem,tfidf,none,False,Decision Tree,0.7252636865896535
imdb,True,50.0,stem,tfidf,none,False,Random Forest,0.8272709202941761
imdb,True,50.0,stem,tfidf,none,False,Gradient Boosting,0.8276614743526144
imdb,True,50.0,stem,tfidf,none,False,AdaBoost,0.8095619123824765
imdb,True,50.0,stem,tfidf,none,True,Decision Tree,0.7344587081774993
imdb,True,50.0,stem,tfidf,none,True,Random Forest,0.8219806522389548
imdb,True,50.0,stem,tfidf,none,True,Gradient Boosting,0.8195737015911138
imdb,True,50.0,stem,tfidf,none,True,AdaBoost,0.8166034723608062
imdb,True,50.0,stem,tfidf,noun,False,Decision Tree,0.5953346855983773
imdb,True,50.0,stem,tfidf,noun,False,Random Forest,0.7028559854162447
imdb,True,50.0,stem,tfidf,noun,False,Gradient Boosting,0.7071449865845175
imdb,True,50.0,stem,tfidf,noun,False,AdaBoost,0.6957470010905126
imdb,True,50.0,stem,tfidf,noun,True,Decision Tree,0.5957701516360734
imdb,True,50.0,stem,tfidf,noun,True,Random Forest,0.6756919374247894
imdb,True,50.0,stem,tfidf,noun,True,Gradient Boosting,0.6864506052323311
imdb,True,50.0,stem,tfidf,noun,True,AdaBoost,0.6785055798156235
